k, Re(omega1), Im(omega1), Re(omega2), Im(omega2), ... [by BO]
+1.00000e-02 	+1.14714e-02 	-7.92564e-11 	
+2.00000e-02 	+2.28346e-02 	-3.57997e-11 	
+3.00000e-02 	+3.40896e-02 	+2.72466e-12 	
+4.00000e-02 	+4.52367e-02 	+6.04896e-10 	
+5.00000e-02 	+5.62760e-02 	+3.03433e-09 	
+6.00000e-02 	+6.72076e-02 	+8.35367e-09 	
+7.00000e-02 	+7.80318e-02 	+1.73928e-08 	
+8.00000e-02 	+8.87488e-02 	+2.81265e-08 	
+9.00000e-02 	+9.93589e-02 	+3.29849e-08 	
+1.00000e-01 	+1.09862e-01 	+1.63065e-08 	
+1.10000e-01 	+1.20259e-01 	-4.61920e-08 	
+1.20000e-01 	+1.30550e-01 	-1.81982e-07 	
+1.30000e-01 	+1.40736e-01 	-4.08655e-07 	
+1.40000e-01 	+1.50817e-01 	-7.12024e-07 	
+1.50000e-01 	+1.60794e-01 	-1.02067e-06 	
+1.60000e-01 	+1.70668e-01 	-1.19028e-06 	
+1.70000e-01 	+1.80440e-01 	-1.01834e-06 	
+1.80000e-01 	+1.90112e-01 	-3.11087e-07 	
+1.90000e-01 	+1.99685e-01 	+9.92750e-07 	
+2.00000e-01 	+2.09160e-01 	+2.68649e-06 	
+2.10000e-01 	+2.18542e-01 	+4.27692e-06 	
+2.20000e-01 	+2.27835e-01 	+5.31562e-06 	
+2.30000e-01 	+2.37048e-01 	+6.38370e-06 	
+2.40000e-01 	+2.46192e-01 	+1.09842e-05 	
+2.50000e-01 	+2.55281e-01 	+2.83425e-05 	
+2.60000e-01 	+2.64332e-01 	+7.66272e-05 	
+2.70000e-01 	+2.73356e-01 	+1.85461e-04 	
+2.80000e-01 	+2.82356e-01 	+3.96027e-04 	
+2.90000e-01 	+2.91316e-01 	+7.56983e-04 	
+3.00000e-01 	+3.00197e-01 	+1.31538e-03 	
+3.10000e-01 	+3.08937e-01 	+2.10415e-03 	
+3.20000e-01 	+3.17460e-01 	+3.13049e-03 	
+3.30000e-01 	+3.25691e-01 	+4.37086e-03 	
+3.40000e-01 	+3.33567e-01 	+5.77499e-03 	
+3.50000e-01 	+3.41049e-01 	+7.27694e-03 	
+3.60000e-01 	+3.48126e-01 	+8.80759e-03 	
+3.70000e-01 	+3.54804e-01 	+1.03042e-02 	
+3.80000e-01 	+3.61106e-01 	+1.17153e-02 	
+3.90000e-01 	+3.67059e-01 	+1.30020e-02 	
+4.00000e-01 	+3.72696e-01 	+1.41369e-02 	
+4.10000e-01 	+3.78048e-01 	+1.51019e-02 	
+4.20000e-01 	+3.83145e-01 	+1.58860e-02 	
+4.30000e-01 	+3.88012e-01 	+1.64838e-02 	
+4.40000e-01 	+3.92674e-01 	+1.68934e-02 	
+4.50000e-01 	+3.97150e-01 	+1.71157e-02 	
+4.60000e-01 	+4.01458e-01 	+1.71531e-02 	
+4.70000e-01 	+4.05613e-01 	+1.70093e-02 	
+4.80000e-01 	+4.09630e-01 	+1.66887e-02 	
+4.90000e-01 	+4.13518e-01 	+1.61958e-02 	
