k, Re(omega1), Im(omega1), Re(omega2), Im(omega2), ... [by BO]
+1.00000e-02 	+8.91352e-03 	-4.57047e-08 	+6.51895e-03 	-6.58697e-03 	+1.07362e-02 	-2.40747e-05 	
+2.00000e-02 	+1.78188e-02 	-3.64022e-07 	+1.30379e-02 	-1.31739e-02 	+2.14805e-02 	-4.80153e-05 	
+3.00000e-02 	+2.67078e-02 	-1.21957e-06 	+1.95569e-02 	-1.97607e-02 	+3.22409e-02 	-7.16921e-05 	
+4.00000e-02 	+3.55725e-02 	-2.86133e-06 	+2.60761e-02 	-2.63475e-02 	+4.30253e-02 	-9.49832e-05 	
+5.00000e-02 	+4.44055e-02 	-5.51580e-06 	+3.25953e-02 	-3.29340e-02 	+5.38410e-02 	-1.17778e-04 	
+6.00000e-02 	+5.31996e-02 	-9.38087e-06 	+3.91146e-02 	-3.95203e-02 	+6.46950e-02 	-1.39977e-04 	
+7.00000e-02 	+6.19482e-02 	-1.46207e-05 	+4.56341e-02 	-4.61064e-02 	+7.55941e-02 	-1.61497e-04 	
+8.00000e-02 	+7.06451e-02 	-2.13610e-05 	+5.21537e-02 	-5.26921e-02 	+8.65442e-02 	-1.82263e-04 	
+9.00000e-02 	+7.92847e-02 	-2.96852e-05 	+5.86736e-02 	-5.92775e-02 	+9.75509e-02 	-2.02213e-04 	
+1.00000e-01 	+8.78620e-02 	-3.96301e-05 	+6.51937e-02 	-6.58625e-02 	+1.08619e-01 	-2.21293e-04 	
+1.10000e-01 	+9.63723e-02 	-5.11821e-05 	+7.17141e-02 	-7.24471e-02 	+1.19754e-01 	-2.39455e-04 	
+1.20000e-01 	+1.04812e-01 	-6.42722e-05 	+7.82347e-02 	-7.90312e-02 	+1.30959e-01 	-2.56655e-04 	
+1.30000e-01 	+1.13176e-01 	-7.87721e-05 	+8.47557e-02 	-8.56147e-02 	+1.42238e-01 	-2.72849e-04 	
+1.40000e-01 	+1.21463e-01 	-9.44885e-05 	+9.12770e-02 	-9.21977e-02 	+1.53593e-01 	-2.87993e-04 	
+1.50000e-01 	+1.29668e-01 	-1.11159e-04 	+9.77987e-02 	-9.87800e-02 	+1.65029e-01 	-3.02041e-04 	
+1.60000e-01 	+1.37790e-01 	-1.28446e-04 	+1.04321e-01 	-1.05362e-01 	+1.76548e-01 	-3.14944e-04 	
+1.70000e-01 	+1.45826e-01 	-1.45937e-04 	+1.10843e-01 	-1.11943e-01 	+1.88151e-01 	-3.26650e-04 	
+1.80000e-01 	+1.53774e-01 	-1.63137e-04 	+1.17366e-01 	-1.18523e-01 	+1.99840e-01 	-3.37103e-04 	
+1.90000e-01 	+1.61631e-01 	-1.79474e-04 	+1.23890e-01 	-1.25102e-01 	+2.11618e-01 	-3.46246e-04 	
+2.00000e-01 	+1.69396e-01 	-1.94300e-04 	+1.30414e-01 	-1.31681e-01 	+2.23486e-01 	-3.54021e-04 	
+2.10000e-01 	+1.77066e-01 	-2.06899e-04 	+1.36939e-01 	-1.38258e-01 	+2.35444e-01 	-3.60373e-04 	
+2.20000e-01 	+1.84640e-01 	-2.16502e-04 	+1.43464e-01 	-1.44835e-01 	+2.47495e-01 	-3.65253e-04 	
+2.30000e-01 	+1.92114e-01 	-2.22304e-04 	+1.49990e-01 	-1.51411e-01 	+2.59640e-01 	-3.68623e-04 	
+2.40000e-01 	+1.99488e-01 	-2.23493e-04 	+1.56516e-01 	-1.57985e-01 	+2.71878e-01 	-3.70464e-04 	
+2.50000e-01 	+2.06757e-01 	-2.19281e-04 	+1.63044e-01 	-1.64559e-01 	+2.84211e-01 	-3.70784e-04 	
+2.60000e-01 	+2.13920e-01 	-2.08958e-04 	+1.69572e-01 	-1.71131e-01 	+2.96639e-01 	-3.69629e-04 	
+2.70000e-01 	+2.20973e-01 	-1.91936e-04 	+1.76101e-01 	-1.77702e-01 	+3.09163e-01 	-3.67095e-04 	
+2.80000e-01 	+2.27914e-01 	-1.67824e-04 	+1.82631e-01 	-1.84271e-01 	+3.21784e-01 	-3.63345e-04 	
+2.90000e-01 	+2.34737e-01 	-1.36497e-04 	+1.89161e-01 	-1.90840e-01 	+3.34501e-01 	-3.58630e-04 	
+3.00000e-01 	+2.41439e-01 	-9.81841e-05 	+1.95693e-01 	-1.97407e-01 	+3.47314e-01 	-3.53304e-04 	
+3.10000e-01 	+2.48017e-01 	-5.35551e-05 	+2.02226e-01 	-2.03972e-01 	+3.60225e-01 	-3.47845e-04 	
+3.20000e-01 	+2.54464e-01 	-3.81652e-06 	+2.08760e-01 	-2.10535e-01 	+3.73233e-01 	-3.42876e-04 	
+3.30000e-01 	+2.60777e-01 	+4.91992e-05 	+2.15295e-01 	-2.17097e-01 	+3.86339e-01 	-3.39176e-04 	
+3.40000e-01 	+2.66950e-01 	+1.02950e-04 	+2.21831e-01 	-2.23658e-01 	+3.99542e-01 	-3.37678e-04 	
+3.50000e-01 	+2.72979e-01 	+1.54119e-04 	+2.28369e-01 	-2.30216e-01 	+4.12843e-01 	-3.39461e-04 	
+3.60000e-01 	+2.78859e-01 	+1.98563e-04 	+2.34908e-01 	-2.36772e-01 	+4.26244e-01 	-3.45714e-04 	
+3.70000e-01 	+2.84585e-01 	+2.31305e-04 	+2.41449e-01 	-2.43326e-01 	+4.39744e-01 	-3.57678e-04 	
+3.80000e-01 	+2.90152e-01 	+2.46545e-04 	+2.47991e-01 	-2.49878e-01 	+4.53346e-01 	-3.76567e-04 	
+3.90000e-01 	+2.95559e-01 	+2.37720e-04 	+2.54534e-01 	-2.56428e-01 	+4.67051e-01 	-4.03471e-04 	
+4.00000e-01 	+3.00802e-01 	+1.97599e-04 	+2.61080e-01 	-2.62975e-01 	+4.80861e-01 	-4.39248e-04 	
+4.10000e-01 	+3.05878e-01 	+1.18413e-04 	+2.67627e-01 	-2.69519e-01 	+4.94777e-01 	-4.84432e-04 	
+4.20000e-01 	+3.10788e-01 	-7.98867e-06 	+2.74177e-01 	-2.76060e-01 	+5.08803e-01 	-5.39166e-04 	
+4.30000e-01 	+3.15531e-01 	-1.89958e-04 	+2.80728e-01 	-2.82598e-01 	+5.22939e-01 	-6.03172e-04 	
+4.40000e-01 	+3.20109e-01 	-4.35861e-04 	+2.87282e-01 	-2.89133e-01 	+5.37189e-01 	-6.75774e-04 	
+4.50000e-01 	+3.24524e-01 	-7.53899e-04 	+2.93838e-01 	-2.95664e-01 	+5.51554e-01 	-7.55971e-04 	
+4.60000e-01 	+3.28779e-01 	-1.15194e-03 	+3.00396e-01 	-3.02191e-01 	+5.66036e-01 	-8.42530e-04 	
+4.70000e-01 	+3.32878e-01 	-1.63735e-03 	+3.06957e-01 	-3.08714e-01 	+5.80635e-01 	-9.34108e-04 	
+4.80000e-01 	+3.36827e-01 	-2.21693e-03 	+3.13521e-01 	-3.15231e-01 	+5.95353e-01 	-1.02936e-03 	
+4.90000e-01 	+3.40630e-01 	-2.89675e-03 	+3.20088e-01 	-3.21744e-01 	+6.10190e-01 	-1.12703e-03 	
+5.00000e-01 	+3.44294e-01 	-3.68218e-03 	+3.26657e-01 	-3.28250e-01 	+6.25145e-01 	-1.22603e-03 	
+5.10000e-01 	+3.47824e-01 	-4.57780e-03 	+3.33229e-01 	-3.34750e-01 	+6.40220e-01 	-1.32544e-03 	
+5.20000e-01 	+3.51228e-01 	-5.58743e-03 	+3.39805e-01 	-3.41242e-01 	+6.55414e-01 	-1.42455e-03 	
+5.30000e-01 	+3.54513e-01 	-6.71413e-03 	+3.46383e-01 	-3.47725e-01 	+6.70727e-01 	-1.52283e-03 	
+5.40000e-01 	+3.57684e-01 	-7.96028e-03 	+3.52963e-01 	-3.54199e-01 	+6.86159e-01 	-1.61989e-03 	
+5.50000e-01 	+3.60749e-01 	-9.32759e-03 	+3.59547e-01 	-3.60663e-01 	+7.01710e-01 	-1.71549e-03 	
+5.60000e-01 	+3.63713e-01 	-1.08172e-02 	+3.66131e-01 	-3.67114e-01 	+7.17380e-01 	-1.80947e-03 	
+5.70000e-01 	+3.66584e-01 	-1.24296e-02 	+3.72717e-01 	-3.73551e-01 	+7.33169e-01 	-1.90174e-03 	
+5.80000e-01 	+3.69367e-01 	-1.41650e-02 	+3.79302e-01 	-3.79972e-01 	+7.49077e-01 	-1.99224e-03 	
