Below are the first nkwall=min(nw,4*S+6)=14 solutions from BO, sorted by imag part, at 26-Dec-2020 14:50:20
kz[kn]           kx[kn]           k[kn]            theta[deg]       Re(omega1[wn])   Im(omega1[wn])   Re(omega2[wn])   Im(omega2[wn])   Re(omega3[wn])   Im(omega3[wn])   Re(omega4[wn])   Im(omega4[wn])   Re(omega5[wn])   Im(omega5[wn])   Re(omega6[wn])   Im(omega6[wn])   Re(omega7[wn])   Im(omega7[wn])   Re(omega8[wn])   Im(omega8[wn])   Re(omega9[wn])   Im(omega9[wn])   Re(omega10[wn])  Im(omega10[wn])  Re(omega11[wn])  Im(omega11[wn])  Re(omega12[wn])  Im(omega12[wn])  Re(omega13[wn])  Im(omega13[wn])  Re(omega14[wn])  Im(omega14[wn])  
2.944486e-01     1.700000e-01     3.400000e-01     3.000000e+01     3.443949e+04     4.199563e-14     -3.627426e+04    4.011055e-14     -2.763009e-01    3.934670e-14     3.876419e-01     2.550905e-14     1.653329e-01     1.069683e-14     -3.534425e+04    1.514408e-15     -4.165864e-17    5.454037e-18     -2.146932e-18    2.336523e-18     3.534425e+04     -1.514408e-15    -1.653329e-01    -1.069649e-14    -3.876419e-01    -2.550895e-14    2.763009e-01     -3.934485e-14    3.627426e+04     -4.011055e-14    -3.443949e+04    -4.199563e-14    
3.031089e-01     1.750000e-01     3.500000e-01     3.000000e+01     3.443955e+04     5.386771e-13     -3.627432e+04    5.099551e-13     4.004530e-01     3.583247e-13     -2.836279e-01    2.937089e-13     3.534427e+04     9.149197e-14     -1.700739e-01    3.705301e-14     -1.429850e-33    5.010976e-34     -7.634692e-18    -2.868067e-18    1.700739e-01     -3.705337e-14    -3.534427e+04    -9.149197e-14    2.836279e-01     -2.937109e-13    -4.004530e-01    -3.583248e-13    3.627432e+04     -5.099551e-13    -3.443955e+04    -5.386771e-13    
3.117691e-01     1.800000e-01     3.600000e-01     3.000000e+01     3.443961e+04     5.294215e-13     -3.627437e+04    5.009479e-13     -2.909082e-01    4.093187e-13     4.133637e-01     2.684689e-13     -1.748041e-01    6.134103e-14     3.534428e+04     2.379870e-14     -3.951814e-18    1.474387e-18     -1.274430e-26    3.632009e-26     -3.534428e+04    -2.379870e-14    1.748041e-01     -6.134084e-14    -4.133637e-01    -2.684689e-13    2.909082e-01     -4.093177e-13    3.627437e+04     -5.009479e-13    -3.443961e+04    -5.294215e-13    
3.204294e-01     1.850000e-01     3.700000e-01     3.000000e+01     -2.981422e-01    6.365886e-13     3.443968e+04     5.504118e-13     -3.627443e+04    5.215957e-13     4.263748e-01     2.536651e-13     3.534430e+04     1.482111e-13     -1.795233e-01    8.170157e-14     -3.994082e-34    -1.152393e-33    -2.031129e-17    -5.653700e-18    1.795233e-01     -8.170231e-14    -3.534430e+04    -1.482111e-13    -4.263748e-01    -2.536653e-13    3.627443e+04     -5.215957e-13    -3.443968e+04    -5.504118e-13    2.981422e-01     -6.365923e-13    
3.290897e-01     1.900000e-01     3.800000e-01     3.000000e+01     3.443974e+04     5.298592e-13     -3.627449e+04    5.031172e-13     4.394873e-01     3.970887e-13     -3.053306e-01    1.319597e-13     1.842311e-01     2.882351e-14     -3.534432e+04    7.389611e-15     -1.393292e-16    2.749937e-18     -6.503771e-18    2.109290e-18     3.534432e+04     -7.389611e-15    -1.842311e-01    -2.882287e-14    3.053306e-01     -1.319566e-13    -4.394873e-01    -3.970886e-13    3.627449e+04     -5.031172e-13    -3.443974e+04    -5.298592e-13    
3.377499e-01     1.950000e-01     3.900000e-01     3.000000e+01     3.443981e+04     5.398522e-13     4.527021e-01     5.127721e-13     -3.627455e+04    5.124634e-13     -3.124739e-01    2.296818e-14     1.889272e-01     1.617277e-14     3.534434e+04     1.423220e-14     -1.476249e-17    -2.104105e-18    -2.706575e-14    -2.611272e-18    -3.534434e+04    -1.423220e-14    -1.889272e-01    -1.617341e-14    3.124739e-01     -2.297109e-14    3.627455e+04     -5.124634e-13    -4.527021e-01    -5.127722e-13    -3.443981e+04    -5.398522e-13    
3.464102e-01     2.000000e-01     4.000000e-01     3.000000e+01     3.443988e+04     5.834832e-13     -3.627462e+04    5.531102e-13     -3.195728e-01    5.026998e-13     4.660200e-01     3.337468e-13     3.534436e+04     1.334609e-13     1.936113e-01     8.952912e-16     1.418360e-16     1.860831e-18     1.961006e-17     1.161169e-18     -1.936113e-01    -8.948747e-16    -3.534436e+04    -1.334609e-13    -4.660200e-01    -3.337467e-13    3.195728e-01     -5.026980e-13    3.627462e+04     -5.531102e-13    -3.443988e+04    -5.834832e-13    
3.550704e-01     2.050000e-01     4.100000e-01     3.000000e+01     3.443995e+04     5.715580e-13     -3.627468e+04    5.452257e-13     4.794419e-01     4.042008e-13     -3.266278e-01    3.816840e-13     -3.534437e+04    1.133478e-13     -1.982831e-01    9.117386e-14     1.771939e-17     5.171506e-18     -2.169944e-33    -1.046645e-33    1.982831e-01     -9.117313e-14    3.534437e+04     -1.133478e-13    3.266278e-01     -3.816810e-13    -4.794419e-01    -4.042006e-13    3.627468e+04     -5.452257e-13    -3.443995e+04    -5.715580e-13    
3.637307e-01     2.100000e-01     4.200000e-01     3.000000e+01     3.444003e+04     5.304786e-13     -3.627475e+04    5.025237e-13     4.929685e-01     4.051268e-13     -3.336396e-01    1.741702e-13     3.534439e+04     6.833537e-15     2.029422e-01     3.673438e-15     -5.653241e-18    5.610205e-19     4.482458e-33     -2.387647e-34    -2.029422e-01    -3.673358e-15    -3.534439e+04    -6.833537e-15    3.336396e-01     -1.741699e-13    -4.929685e-01    -4.051268e-13    3.627475e+04     -5.025237e-13    -3.444003e+04    -5.304786e-13    
3.723909e-01     2.150000e-01     4.300000e-01     3.000000e+01     3.444010e+04     5.311863e-13     -3.627482e+04    5.017220e-13     5.066006e-01     3.010553e-13     -3.406089e-01    2.481517e-13     3.534442e+04     1.105558e-13     2.075883e-01     3.036046e-14     1.763027e-16     5.691158e-19     -3.632634e-17    5.626499e-19     -2.075883e-01    -3.036030e-14    -3.534442e+04    -1.105558e-13    3.406089e-01     -2.481511e-13    -5.066006e-01    -3.010553e-13    3.627482e+04     -5.017220e-13    -3.444010e+04    -5.311863e-13    
