k, Re(omega1), Im(omega1), Re(omega2), Im(omega2), ... [by BO]
+1.00000e-02 	+4.92038e-03 	-8.25659e-14 	+8.65722e-03 	+2.76023e-14 	+1.05776e-02 	-2.32386e-14 	
+2.00000e-02 	+9.84046e-03 	-2.46639e-14 	+1.73104e-02 	+1.33502e-13 	+2.11607e-02 	-8.65535e-14 	
+3.00000e-02 	+1.47599e-02 	-1.79914e-13 	+2.59556e-02 	+8.00064e-14 	+3.17549e-02 	-9.22205e-14 	
+4.00000e-02 	+1.96785e-02 	+3.66779e-14 	+3.45889e-02 	+1.10928e-13 	+4.23656e-02 	-6.55786e-14 	
+5.00000e-02 	+2.45960e-02 	-1.08466e-13 	+4.32065e-02 	-1.87716e-13 	+5.29980e-02 	+1.32038e-13 	
+6.00000e-02 	+2.95119e-02 	+6.53082e-14 	+5.18048e-02 	-1.14637e-13 	+6.36575e-02 	+4.13382e-14 	
+7.00000e-02 	+3.44260e-02 	-8.38786e-14 	+6.03802e-02 	+3.52316e-13 	+7.43488e-02 	-3.39487e-13 	
+8.00000e-02 	+3.93381e-02 	+4.71052e-14 	+6.89296e-02 	+5.34832e-13 	+8.50770e-02 	-3.42417e-13 	
+9.00000e-02 	+4.42478e-02 	+1.94248e-13 	+7.74499e-02 	+2.43633e-13 	+9.58464e-02 	-1.97455e-13 	
+1.00000e-01 	+4.91548e-02 	-8.40883e-14 	+8.59382e-02 	+2.93298e-13 	+1.06662e-01 	-2.75203e-13 	
+1.10000e-01 	+5.40589e-02 	+1.35483e-13 	+9.43920e-02 	+2.75582e-13 	+1.17527e-01 	-2.43717e-13 	
+1.20000e-01 	+5.89597e-02 	+5.60987e-14 	+1.02809e-01 	+3.11277e-13 	+1.28445e-01 	-2.92960e-13 	
+1.30000e-01 	+6.38569e-02 	+2.97459e-14 	+1.11187e-01 	+4.31185e-13 	+1.39421e-01 	-3.14334e-13 	
+1.40000e-01 	+6.87502e-02 	-9.38362e-14 	+1.19524e-01 	+7.34402e-13 	+1.50458e-01 	-5.88837e-13 	
+1.50000e-01 	+7.36394e-02 	+1.24802e-13 	+1.27818e-01 	+9.59640e-13 	+1.61559e-01 	-5.66729e-13 	
+1.60000e-01 	+7.85241e-02 	-6.07592e-14 	+1.36068e-01 	-4.85800e-14 	+1.72726e-01 	+2.13921e-13 	
+1.70000e-01 	+8.34040e-02 	+7.63428e-14 	+1.44273e-01 	+4.40497e-14 	+1.83963e-01 	+1.25266e-13 	
+1.80000e-01 	+8.82789e-02 	-1.17564e-13 	+1.52431e-01 	-3.03498e-13 	+1.95273e-01 	+2.21897e-13 	
+1.90000e-01 	+9.31483e-02 	+1.24515e-14 	+1.60542e-01 	-2.54795e-13 	+2.06658e-01 	+3.75567e-13 	
+2.00000e-01 	+9.80120e-02 	+1.62852e-16 	+1.68605e-01 	-2.64950e-13 	+2.18119e-01 	+1.84701e-13 	
