Below are the first nkwall=min(nw,4*S+6)=22 solutions from BO, sorted by imag part, at 24-Dec-2020 22:24:40
kz[kn]           kx[kn]           k[kn]            theta[deg]       Re(omega1[wn])   Im(omega1[wn])   Re(omega2[wn])   Im(omega2[wn])   Re(omega3[wn])   Im(omega3[wn])   Re(omega4[wn])   Im(omega4[wn])   Re(omega5[wn])   Im(omega5[wn])   Re(omega6[wn])   Im(omega6[wn])   Re(omega7[wn])   Im(omega7[wn])   Re(omega8[wn])   Im(omega8[wn])   Re(omega9[wn])   Im(omega9[wn])   Re(omega10[wn])  Im(omega10[wn])  Re(omega11[wn])  Im(omega11[wn])  Re(omega12[wn])  Im(omega12[wn])  Re(omega13[wn])  Im(omega13[wn])  Re(omega14[wn])  Im(omega14[wn])  Re(omega15[wn])  Im(omega15[wn])  Re(omega16[wn])  Im(omega16[wn])  Re(omega17[wn])  Im(omega17[wn])  Re(omega18[wn])  Im(omega18[wn])  Re(omega19[wn])  Im(omega19[wn])  Re(omega20[wn])  Im(omega20[wn])  Re(omega21[wn])  Im(omega21[wn])  Re(omega22[wn])  Im(omega22[wn])  
1.600313e+00     2.821783e-01     1.625000e+00     1.000000e+01     2.280183e+00     6.688951e-01     1.884643e-03     1.901008e-01     1.522149e+00     3.914162e-13     7.996236e-01     3.148619e-13     -2.856748e+04    7.794657e-14     3.040038e+04     3.629163e-14     4.885539e-01     1.403285e-14     -3.687694e-12    3.212185e-15     5.508130e-03     2.878719e-15     -5.508129e-03    1.604914e-15     -2.945322e+04    9.422978e-16     -2.937406e-15    5.899224e-16     2.945362e+04     -6.558506e-16    -2.554996e+00    -1.827707e-14    -4.882890e-01    -2.009570e-14    -3.040032e+04    -2.789109e-14    2.856752e+04     -8.445501e-14    3.505050e+00     -1.173780e-13    -8.039119e-01    -5.751797e-13    3.415811e+00     -1.066953e-12    1.884643e-03     -1.901008e-01    2.280183e+00     -6.688951e-01    
1.624933e+00     2.865195e-01     1.650000e+00     1.000000e+01     2.322907e+00     6.723069e-01     1.838358e-03     1.903620e-01     -8.069698e-01    1.123489e-12     3.557184e+00     1.074495e-12     3.040087e+04     1.143384e-13     -2.856803e+04    9.019530e-14     -4.886120e-01    7.114594e-15     4.889365e-01     6.667009e-15     2.945363e+04     2.168862e-15     7.892021e-13     1.760204e-15     -4.469390e-15    1.531159e-15     5.592894e-03     1.982780e-16     -2.945324e+04    1.622653e-17     -5.592893e-03    -7.621390e-16    -2.619622e+00    -9.346241e-14    -3.040080e+04    -1.032564e-13    2.856807e+04     -1.083201e-13    1.559388e+00     -3.111647e-13    8.030811e-01     -8.374599e-13    3.465991e+00     -1.059508e-12    1.838358e-03     -1.903620e-01    2.322907e+00     -6.723069e-01    
1.649553e+00     2.908607e-01     1.675000e+00     1.000000e+01     2.365664e+00     6.755205e-01     1.794314e-03     1.906117e-01     -8.099716e-01    4.897138e-12     3.613203e+00     1.740329e-12     3.040136e+04     2.535285e-13     -2.856858e+04    2.127451e-13     -4.889216e-01    6.734980e-14     2.945365e+04     6.337654e-15     -1.728295e-12    3.095442e-15     -7.322185e-15    8.842905e-17     -5.677658e-03    -7.214871e-16    5.677659e-03     -1.224557e-15    -2.945325e+04    -3.365846e-15    4.893010e-01     -2.869065e-14    3.513071e+00     -2.001493e-13    2.856862e+04     -2.182462e-13    -3.040130e+04    -2.464207e-13    -2.685128e+00    -2.829042e-13    1.596659e+00     -3.239851e-12    8.064776e-01     -4.283070e-12    1.794314e-03     -1.906117e-01    2.365664e+00     -6.755205e-01    
1.674173e+00     2.952019e-01     1.700000e+00     1.000000e+01     2.408444e+00     6.785367e-01     1.752371e-03     1.908505e-01     8.098131e-01     1.471630e-12     3.557597e+00     1.266908e-12     1.633960e+00     7.238499e-13     -2.751515e+00    8.692246e-14     2.856919e+04     5.041424e-14     4.896485e-01     1.747547e-14     -9.472528e-15    1.397051e-14     5.762425e-03     2.610335e-15     2.945367e+04     2.577021e-15     3.040187e+04     6.181412e-16     -2.945326e+04    -1.382732e-15    -5.762424e-03    -2.597299e-15    1.682803e-12     -2.818154e-15    -3.040180e+04    -2.106667e-14    -4.892187e-01    -2.793196e-14    -2.856915e+04    -2.820240e-14    3.672585e+00     -2.156586e-13    -8.129180e-01    -1.797025e-12    1.752371e-03     -1.908505e-01    2.408444e+00     -6.785367e-01    
1.698793e+00     2.995431e-01     1.725000e+00     1.000000e+01     2.451240e+00     6.813568e-01     1.712399e-03     1.910789e-01     8.130877e-01     5.867287e-12     -2.818786e+00    1.004430e-12     3.734615e+00     1.942092e-13     -3.040230e+04    1.191305e-13     2.856976e+04     9.853486e-14     4.899799e-01     4.003022e-14     -5.847191e-03    2.700716e-15     -2.945328e+04    2.218398e-15     1.209812e-13     3.596165e-16     2.945369e+04     -5.670982e-17    5.847192e-03     -3.253832e-16    7.652981e-15     -1.315155e-14    -4.895037e-01    -4.563170e-14    -2.856972e+04    -1.088201e-13    3.040237e+04     -1.105832e-13    3.600306e+00     -1.417510e-13    1.671293e+00     -1.562415e-12    -8.158096e-01    -5.689952e-12    1.712399e-03     -1.910789e-01    2.451240e+00     -6.813568e-01    
1.723414e+00     3.038843e-01     1.750000e+00     1.000000e+01     2.494040e+00     6.839826e-01     1.674278e-03     1.912976e-01     3.641799e+00     7.470922e-13     3.040289e+04     1.608681e-13     -2.886943e+00    1.173937e-13     -2.857031e+04    9.822139e-14     3.798713e+00     7.274749e-14     -2.057514e-14    3.289204e-14     -4.897774e-01    2.430407e-15     5.931960e-03     2.063391e-15     -5.931959e-03    7.683395e-16     -2.945329e+04    7.035360e-16     2.945371e+04     4.390682e-16     -2.243850e-12    -3.969877e-15    4.902964e-01     -1.805935e-14    2.857035e+04     -9.927682e-14    -3.040282e+04    -1.613381e-13    8.163016e-01     -2.595278e-13    -8.186472e-01    -4.453281e-13    1.708656e+00     -4.880823e-13    1.674278e-03     -1.912976e-01    2.494040e+00     -6.839826e-01    
1.748034e+00     3.082255e-01     1.775000e+00     1.000000e+01     2.536837e+00     6.864167e-01     1.637899e-03     1.915069e-01     -8.214315e-01    4.435362e-12     1.746049e+00     8.414707e-13     3.864489e+00     1.860627e-13     -3.040334e+04    8.589861e-14     -4.900404e-01    6.208480e-14     2.857094e+04     4.915084e-14     -2.945330e+04    4.532997e-15     -4.348241e-13    3.681412e-15     6.016730e-03     1.559169e-15     -6.016729e-03    -6.399408e-16    2.945373e+04     -1.829980e-15    1.193361e-14     -2.081091e-14    4.905986e-01     -3.963967e-14    -2.857090e+04    -6.843970e-14    3.040341e+04     -6.850256e-14    -2.955987e+00    -2.486748e-13    3.682487e+00     -1.326911e-12    8.194551e-01     -3.910598e-12    1.637899e-03     -1.915069e-01    2.536837e+00     -6.864167e-01    
1.772654e+00     3.125667e-01     1.800000e+00     1.000000e+01     2.579621e+00     6.886622e-01     1.603158e-03     1.917074e-01     3.722631e+00     3.122758e-12     8.225487e-01     2.955886e-12     -3.025922e+00    5.858973e-13     -3.040387e+04    9.939909e-14     2.857154e+04     6.812348e-14     4.908874e-01     3.018851e-14     -9.545162e-15    2.041895e-14     -2.945332e+04    1.016476e-15     2.945375e+04     3.357520e-16     -6.101499e-03    -2.014354e-17    6.101501e-03     -1.351646e-15    2.678016e-12     -5.357805e-15    -4.902931e-01    -2.932912e-14    -2.857150e+04    -6.827702e-14    3.040394e+04     -9.865590e-14    3.931702e+00     -1.051881e-12    1.783470e+00     -1.211879e-12    -8.241632e-01    -2.809884e-12    1.603158e-03     -1.917074e-01    2.579621e+00     -6.886622e-01    
1.797274e+00     3.169079e-01     1.825000e+00     1.000000e+01     2.622384e+00     6.907226e-01     1.569961e-03     1.918995e-01     3.762398e+00     4.998918e-12     8.255830e-01     1.831875e-12     -3.096748e+00    8.093556e-13     3.040448e+04     7.861319e-14     -2.857210e+04    4.738810e-14     -4.905360e-01    2.420246e-14     -2.004390e-14    2.056528e-14     6.186272e-03     1.538369e-15     2.945377e+04     1.139949e-15     -3.689266e-12    8.804254e-16     -6.186271e-03    -4.302542e-16    -2.945333e+04    -1.918208e-15    4.911636e-01     -1.467613e-14    -3.040441e+04    -4.094649e-14    2.857215e+04     -8.087497e-14    4.000205e+00     -3.851010e-13    -8.268433e-01    -1.284044e-12    1.820919e+00     -5.684740e-12    1.569961e-03     -1.918995e-01    2.622384e+00     -6.907226e-01    
1.821894e+00     3.212491e-01     1.850000e+00     1.000000e+01     2.665117e+00     6.926020e-01     1.538220e-03     1.920836e-01     3.801895e+00     8.222509e-13     8.285587e-01     4.524949e-13     -2.857272e+04    8.753841e-14     -2.293094e-14    2.755306e-14     -3.040495e+04    1.157183e-14     -4.907698e-01    1.893270e-15     -2.945335e+04    1.780282e-15     -6.271044e-03    1.743088e-15     2.945379e+04     -1.673763e-15    6.271045e-03     -2.261800e-15    3.091900e-12     -3.294456e-15    4.914278e-01     -7.062072e-15    3.040503e+04     -3.792987e-14    2.857276e+04     -6.475308e-14    4.069910e+00     -6.966558e-14    -8.294725e-01    -3.948245e-13    -3.168468e+00    -6.022444e-13    1.858396e+00     -7.286946e-13    1.538220e-03     -1.920836e-01    2.665117e+00     -6.926020e-01    
1.846515e+00     3.255903e-01     1.875000e+00     1.000000e+01     2.707815e+00     6.943051e-01     1.507853e-03     1.922601e-01     3.841194e+00     7.970280e-12     -8.320516e-01    3.917970e-12     -3.040551e+04    1.269193e-13     2.857339e+04     8.022394e-14     -4.909947e-01    1.489061e-14     1.262296e-15     3.329358e-15     -2.945336e+04    2.374869e-15     4.916808e-01     2.250826e-15     -6.355818e-03    4.917275e-16     2.945382e+04     -1.210596e-15    6.355820e-03     -1.271161e-15    1.540352e-12     -2.278769e-15    3.040558e+04     -1.007471e-13    -2.857334e+04    -1.069844e-13    -3.241084e+00    -9.772808e-13    4.140763e+00     -1.031123e-12    8.314764e-01     -3.308525e-12    1.895900e+00     -5.608122e-12    1.507853e-03     -1.922601e-01    2.707815e+00     -6.943051e-01    
1.871135e+00     3.299315e-01     1.900000e+00     1.000000e+01     2.750467e+00     6.958368e-01     1.478784e-03     1.924294e-01     3.880344e+00     2.480506e-12     -8.345816e-01    1.336605e-12     4.212733e+00     4.106136e-13     3.040614e+04     3.862524e-14     -2.857398e+04    2.291484e-14     -4.912113e-01    1.931509e-14     2.945384e+04     4.254620e-15     6.440595e-03     4.197520e-15     -2.613939e-12    7.878927e-16     -6.440594e-03    -2.161417e-15    -2.945338e+04    -3.457410e-15    8.228052e-16     -4.063621e-15    4.919232e-01     -9.385993e-15    2.857402e+04     -1.712162e-14    -3.040607e+04    -4.398780e-14    -3.314597e+00    -8.725710e-14    8.343369e-01     -1.161468e-12    1.933429e+00     -2.477588e-12    1.478784e-03     -1.924294e-01    2.750467e+00     -6.958368e-01    
1.895755e+00     3.342727e-01     1.925000e+00     1.000000e+01     2.793069e+00     6.972027e-01     1.450942e-03     1.925918e-01     3.919379e+00     1.897172e-12     -8.370632e-01    9.589037e-13     -3.040663e+04    1.363399e-13     2.857466e+04     9.179903e-14     -4.914199e-01    7.257162e-15     4.921554e-01     5.448055e-15     -2.945339e+04    2.695922e-15     -6.525371e-03    1.497424e-15     6.525372e-03     -8.458254e-16    -1.184368e-12    -1.223295e-15    2.945386e+04     -2.166925e-15    2.253024e-15     -9.460660e-15    -2.857462e+04    -9.607681e-14    3.040671e+04     -1.321693e-13    -3.389009e+00    -1.703762e-13    4.285802e+00     -2.654764e-13    8.371411e-01     -3.936908e-13    1.970983e+00     -1.206477e-12    1.450942e-03     -1.925918e-01    2.793069e+00     -6.972027e-01    
1.920375e+00     3.386139e-01     1.950000e+00     1.000000e+01     2.835613e+00     6.984085e-01     1.424260e-03     1.927476e-01     -8.394973e-01    2.725689e-12     2.008562e+00     2.208300e-12     -3.040721e+04    1.356723e-13     2.857532e+04     1.038863e-13     -4.916210e-01    1.489783e-14     4.923782e-01     5.963396e-15     -4.326412e-15    5.739942e-15     2.945388e+04     3.245801e-15     -6.610149e-03    1.925986e-15     4.818506e-13     1.555502e-15     -2.945341e+04    -1.981955e-16    6.610150e-03     -1.591589e-15    4.359961e+00     -4.396369e-14    3.040728e+04     -9.627689e-14    -2.857527e+04    -1.410602e-13    -3.464321e+00    -3.608532e-13    8.398898e-01     -2.110010e-12    3.958323e+00     -3.047522e-12    1.424260e-03     -1.927476e-01    2.835613e+00     -6.984085e-01    
1.944995e+00     3.429552e-01     1.975000e+00     1.000000e+01     2.878094e+00     6.994604e-01     1.398678e-03     1.928971e-01     2.046164e+00     1.225595e-12     -8.418847e-01    2.899289e-13     3.997195e+00     2.804549e-13     -3.540537e+00    2.228324e-13     3.040787e+04     1.413557e-13     -2.857593e+04    1.397570e-13     -4.918149e-01    8.069088e-15     -1.194703e-12    2.727642e-15     2.945390e+04     5.937442e-16     -6.694928e-03    -6.286468e-16    -2.945343e+04    -7.359890e-16    6.694929e-03     -1.479288e-15    4.925919e-01     -7.111556e-15    1.795356e-14     -2.640619e-14    -3.040779e+04    -1.322601e-13    2.857597e+04     -1.501115e-13    8.425838e-01     -2.977457e-13    4.435206e+00     -5.673942e-13    1.398678e-03     -1.928971e-01    2.878094e+00     -6.994604e-01    
1.969616e+00     3.472964e-01     2.000000e+00     1.000000e+01     2.920506e+00     7.003646e-01     1.374137e-03     1.930406e-01     2.083788e+00     3.589258e-12     2.945393e+04     1.983532e-12     -8.442264e-01    1.909427e-12     4.511536e+00     1.042293e-12     2.857664e+04     9.000314e-13     -3.040838e+04    3.622132e-13     -2.945344e+04    3.140065e-14     -4.920019e-01    7.587497e-15     -1.760116e-13    8.031241e-16     6.779710e-03     -8.065509e-16    -6.779708e-03    -1.136099e-15    8.082019e-15     -9.876179e-15    4.927970e-01     -1.242411e-14    -3.617656e+00    -1.775168e-13    -2.857659e+04    -4.928985e-13    3.040846e+04     -1.030970e-12    8.452241e-01     -2.271196e-12    4.036008e+00     -4.853794e-12    1.374137e-03     -1.930406e-01    2.920506e+00     -7.003646e-01    
1.994236e+00     3.516376e-01     2.025000e+00     1.000000e+01     2.962844e+00     7.011279e-01     1.350583e-03     1.931784e-01     8.478116e-01     7.671548e-12     2.121435e+00     1.578854e-12     -3.695680e+00    6.209049e-13     -2.857727e+04    5.815408e-13     2.857732e+04     4.405537e-13     4.074772e+00     1.487325e-13     -3.040897e+04    1.011052e-13     -2.945346e+04    5.017475e-14     4.929941e-01     1.155786e-14     -2.548577e-12    3.599193e-15     -8.668828e-15    1.716977e-15     -6.864490e-03    1.260323e-15     6.864492e-03     1.186874e-15     -4.921823e-01    -4.644666e-14    4.588953e+00     -4.556370e-13    3.040905e+04     -1.593772e-12    2.945395e+04     -3.659060e-12    -8.465232e-01    -8.711999e-12    1.350583e-03     -1.931784e-01    2.962844e+00     -7.011279e-01    
2.018856e+00     3.559788e-01     2.050000e+00     1.000000e+01     3.005104e+00     7.017570e-01     1.327967e-03     1.933108e-01     8.503472e-01     3.881548e-12     2.159103e+00     1.425498e-12     -3.774612e+00    6.503434e-13     -3.040958e+04    6.316293e-13     4.113495e+00     2.639528e-13     2.857800e+04     2.581885e-13     -2.945347e+04    3.315428e-14     4.931834e-01     1.534184e-14     -6.949273e-03    1.228531e-15     -2.034811e-12    5.261885e-16     6.949275e-03     2.360633e-16     1.971768e-15     -1.741909e-15    -4.923565e-01    -2.843450e-14    4.667460e+00     -5.255233e-13    -2.857795e+04    -1.013596e-12    3.040966e+04     -1.495961e-12    2.945397e+04     -3.762202e-12    -8.487759e-01    -4.169340e-12    1.327967e-03     -1.933108e-01    3.005104e+00     -7.017570e-01    
2.043476e+00     3.603200e-01     2.075000e+00     1.000000e+01     3.047282e+00     7.022586e-01     1.306240e-03     1.934379e-01     -8.509854e-01    2.111349e-12     -3.041019e+04    4.437353e-13     4.152185e+00     3.364741e-13     -4.925247e-01    2.195867e-14     -3.011072e-12    2.032826e-15     7.034060e-03     1.452578e-15     -7.034058e-03    -1.620865e-15    4.933654e-01     -1.674627e-14    1.588521e-14     -2.794688e-14    -2.945349e+04    -2.953344e-14    2.857869e+04     -5.429003e-14    2.196792e+00     -1.155683e-13    3.041027e+04     -1.953882e-13    4.747061e+00     -2.517295e-13    -3.854452e+00    -3.736640e-13    -2.857864e+04    -5.230604e-13    8.528318e-01     -1.921335e-12    2.945399e+04     -3.185495e-12    1.306240e-03     -1.934379e-01    3.047282e+00     -7.022586e-01    
2.068096e+00     3.646612e-01     2.100000e+00     1.000000e+01     3.089375e+00     7.026398e-01     1.285359e-03     1.935600e-01     -8.531525e-01    3.376697e-12     2.945402e+04     3.169608e-12     2.857939e+04     1.098433e-12     4.827759e+00     5.238373e-13     -2.857934e+04    2.549468e-13     -4.926872e-01    4.569424e-14     -2.375733e-12    4.757177e-15     -2.945351e+04    1.725807e-15     7.118846e-03     1.337634e-15     -7.118844e-03    -9.349649e-16    -3.935202e+00    -9.444529e-16    9.679121e-15     -1.716761e-14    4.935405e-01     -3.921012e-14    4.190844e+00     -1.034863e-13    -3.041081e+04    -1.146057e-13    3.041089e+04     -3.643058e-13    2.234500e+00     -1.059106e-12    8.552665e-01     -3.581309e-12    1.285359e-03     -1.935600e-01    3.089375e+00     -7.026398e-01    
2.092716e+00     3.690024e-01     2.125000e+00     1.000000e+01     3.131380e+00     7.029074e-01     1.265281e-03     1.936773e-01     -8.552781e-01    1.804408e-12     2.272227e+00     1.260239e-12     2.858010e+04     8.059871e-13     2.945404e+04     6.643218e-13     -3.041143e+04    5.501072e-13     4.229479e+00     5.493655e-13     4.909557e+00     2.893447e-14     -4.928442e-01    1.675706e-14     -4.934428e-12    1.979590e-15     -7.203631e-03    1.102714e-15     7.203633e-03     8.272297e-16     3.623530e-15     -5.109348e-15    4.937090e-01     -9.803581e-15    -2.945353e+04    -3.072146e-14    -4.016863e+00    -2.255056e-13    -2.858005e+04    -9.564545e-13    3.041152e+04     -1.191186e-12    8.576521e-01     -1.604147e-12    1.265281e-03     -1.936773e-01    3.131380e+00     -7.029074e-01    
2.117337e+00     3.733436e-01     2.150000e+00     1.000000e+01     3.173295e+00     7.030685e-01     1.245969e-03     1.937900e-01     8.599896e-01     3.079551e-12     4.268091e+00     1.860851e-12     -2.858076e+04    1.419756e-12     -4.099436e+00    3.541691e-13     4.938712e-01     6.149382e-15     7.704755e-12     3.142515e-15     7.288422e-03     -1.025473e-15    -7.288420e-03    -1.306047e-15    -4.929961e-01    -7.825477e-15    2.808434e-15     -1.000528e-14    4.992458e+00     -7.326512e-14    -2.945354e+04    -7.777839e-14    2.858082e+04     -1.159849e-13    3.041215e+04     -4.218413e-13    -3.041207e+04    -8.630659e-13    2.945406e+04     -2.030978e-12    2.309973e+00     -2.411374e-12    -8.573631e-01    -3.252144e-12    1.245969e-03     -1.937900e-01    3.173295e+00     -7.030685e-01    
2.141957e+00     3.776848e-01     2.175000e+00     1.000000e+01     3.215118e+00     7.031297e-01     1.227384e-03     1.938983e-01     2.347737e+00     2.299510e-12     -3.041271e+04    1.124174e-12     2.858154e+04     1.072256e-12     -8.594081e-01    5.920910e-13     -2.945356e+04    7.984032e-14     -4.931429e-01    8.352588e-15     -1.103296e-12    4.548485e-15     7.373212e-03     3.126904e-16     -7.373210e-03    -8.770165e-16    4.940274e-01     -3.525194e-15    1.047163e-14     -2.489840e-14    -4.182923e+00    -8.222490e-14    5.076466e+00     -1.903092e-13    8.622799e-01     -4.576412e-13    -2.858149e+04    -1.451546e-12    4.306684e+00     -1.832356e-12    2.945409e+04     -3.093612e-12    3.041280e+04     -4.275420e-12    1.227384e-03     -1.938983e-01    3.215118e+00     -7.031297e-01    
2.166577e+00     3.820260e-01     2.200000e+00     1.000000e+01     3.256848e+00     7.030978e-01     1.209493e-03     1.940024e-01     4.345260e+00     3.310087e-12     8.645240e-01     3.035965e-12     2.945411e+04     2.151323e-12     -2.858222e+04    1.696143e-12     -4.267325e+00    8.526387e-13     2.858228e+04     8.574523e-14     5.161581e+00     5.105628e-14     -4.932850e-01    1.115548e-14     1.140141e-12     6.730961e-15     -2.945358e+04    1.072110e-15     7.458003e-03     -1.193316e-15    -7.458002e-03    -1.769686e-15    4.941780e-01     -1.364012e-14    1.031744e-14     -2.597541e-14    3.041344e+04     -3.488159e-13    -3.041336e+04    -8.695195e-13    2.385518e+00     -2.820429e-12    -8.614141e-01    -3.058302e-12    1.209493e-03     -1.940024e-01    3.256848e+00     -7.030978e-01    
2.191197e+00     3.863672e-01     2.225000e+00     1.000000e+01     3.298484e+00     7.029795e-01     1.192264e-03     1.941025e-01     8.667228e-01     4.635432e-12     2.423315e+00     2.148891e-12     2.945414e+04     1.776290e-12     2.858302e+04     7.905652e-13     3.041410e+04     7.537623e-13     -4.352644e+00    7.292427e-13     -2.858296e+04    5.690509e-13     4.943231e-01     2.009181e-14     -3.504404e-13    5.256688e-15     -7.542795e-03    1.255645e-15     7.542797e-03     5.965095e-16     9.262173e-16     -2.550675e-15    -4.934226e-01    -2.717656e-14    -2.945360e+04    -7.261836e-14    -3.041401e+04    -4.434386e-13    5.247806e+00     -9.901350e-13    4.383820e+00     -1.569168e-12    -8.633818e-01    -4.709462e-12    1.192264e-03     -1.941025e-01    3.298484e+00     -7.029795e-01    
2.215817e+00     3.907084e-01     2.250000e+00     1.000000e+01     3.340025e+00     7.027811e-01     1.175664e-03     1.941986e-01     4.422367e+00     1.236706e-12     -2.858371e+04    9.555254e-13     2.858377e+04     9.419221e-13     -8.653121e-01    4.489440e-13     -2.945362e+04    1.558025e-13     5.335142e+00     1.046435e-13     -4.935557e-01    1.268843e-14     -8.597511e-13    3.448219e-15     7.627591e-03     2.025720e-15     -7.627589e-03    2.774994e-16     4.944630e-01     -1.623303e-14    1.714826e-14     -3.305795e-14    -3.041468e+04    -3.901785e-13    -4.438879e+00    -5.538693e-13    2.461128e+00     -6.185107e-13    8.688772e-01     -6.269458e-13    3.041477e+04     -5.603504e-12    2.945416e+04     -6.896967e-12    1.175664e-03     -1.941986e-01    3.340025e+00     -7.027811e-01    
2.240438e+00     3.950496e-01     2.275000e+00     1.000000e+01     3.381471e+00     7.025088e-01     1.159666e-03     1.942911e-01     3.041544e+04     3.556428e-12     4.460902e+00     3.262787e-12     -2.858447e+04    1.097646e-12     -8.672056e-01    1.070930e-12     2.945419e+04     2.494022e-13     -4.936847e-01    8.154584e-15     -3.239509e-16    1.762161e-15     -4.754956e-12    1.604891e-15     7.712387e-03     1.067425e-15     -7.712385e-03    1.337158e-16     4.945980e-01     -2.947470e-15    -4.526033e+00    -6.183630e-14    -2.945364e+04    -1.083538e-13    2.858453e+04     -3.179146e-13    8.709882e-01     -6.589015e-13    5.423588e+00     -6.775540e-13    -3.041535e+04    -7.049917e-13    2.498957e+00     -3.110082e-12    1.159666e-03     -1.942911e-01    3.381471e+00     -7.025088e-01    
2.265058e+00     3.993908e-01     2.300000e+00     1.000000e+01     3.422823e+00     7.021686e-01     1.144243e-03     1.943799e-01     8.730567e-01     3.021874e-12     3.041612e+04     2.425594e-12     2.945421e+04     2.395101e-12     -2.858524e+04    9.160430e-13     4.499425e+00     6.156022e-13     2.858529e+04     3.277659e-13     5.513144e+00     1.404318e-13     -2.945366e+04    4.223650e-14     4.947283e-01     1.381127e-15     7.797185e-03     -3.636713e-16    -7.797182e-03    -1.372175e-15    3.764093e-14     -3.101035e-15    -4.938097e-01    -1.148914e-14    2.586160e-15     -1.352582e-14    -4.614106e+00    -1.362776e-13    -3.041603e+04    -8.545354e-13    2.536801e+00     -1.246035e-12    -8.690632e-01    -3.493773e-12    1.144243e-03     -1.943799e-01    3.422823e+00     -7.021686e-01    
2.289678e+00     4.037320e-01     2.325000e+00     1.000000e+01     3.464081e+00     7.017663e-01     1.129368e-03     1.944653e-01     8.750835e-01     3.937355e-12     -2.858601e+04    1.888276e-12     2.574659e+00     1.349482e-12     -4.703099e+00    5.785488e-13     2.858607e+04     8.582458e-14     -2.945368e+04    3.286684e-14     4.948542e-01     2.029605e-14     -8.066290e-13    3.095195e-15     -7.881981e-03    1.289192e-15     7.881984e-03     -7.091493e-16    -1.711959e-15    -7.569438e-15    -4.939308e-01    -3.120511e-14    -3.041671e+04    -5.815588e-13    5.603811e+00     -6.263751e-13    3.041680e+04     -8.307690e-13    2.945424e+04     -1.638254e-12    4.537938e+00     -2.563482e-12    -8.708856e-01    -4.399508e-12    1.129368e-03     -1.944653e-01    3.464081e+00     -7.017663e-01    
2.314298e+00     4.080732e-01     2.350000e+00     1.000000e+01     3.505247e+00     7.013073e-01     1.115018e-03     1.945474e-01     -8.726736e-01    4.345940e-12     2.612531e+00     3.146302e-12     3.041750e+04     1.525287e-12     -2.858679e+04    6.874645e-13     -2.945370e+04    1.472685e-13     -4.940482e-01    4.116986e-14     -4.326549e-12    4.465946e-15     -4.793014e+00    2.486136e-15     -7.966782e-03    2.428710e-16     7.966784e-03     -7.003954e-16    2.352517e-15     -1.190250e-14    4.949757e-01     -2.415955e-14    2.858685e+04     -1.217329e-13    5.695585e+00     -2.388313e-13    -3.041740e+04    -4.781541e-13    2.945426e+04     -1.225454e-12    8.770695e-01     -3.688260e-12    4.576442e+00     -4.667890e-12    1.115018e-03     -1.945474e-01    3.505247e+00     -7.013073e-01    
2.338918e+00     4.124144e-01     2.375000e+00     1.000000e+01     3.546320e+00     7.007970e-01     1.101170e-03     1.946262e-01     2.650416e+00     3.942655e-12     -2.858759e+04    1.485489e-12     5.788467e+00     1.429960e-13     -8.744279e-01    2.704566e-14     -3.025984e-15    6.895752e-15     4.950931e-01     3.430312e-15     8.051586e-03     2.233280e-15     -8.051584e-03    9.227622e-16     -5.189988e-12    -6.969656e-16    -4.941621e-01    -6.560260e-15    -2.945372e+04    -1.404522e-14    8.790157e-01     -2.874630e-13    2.858764e+04     -4.796953e-13    -4.883851e+00    -5.907772e-13    3.041820e+04     -8.704186e-13    -3.041810e+04    -8.984491e-13    2.945429e+04     -1.201730e-12    4.614938e+00     -2.941880e-12    1.101170e-03     -1.946262e-01    3.546320e+00     -7.007970e-01    
2.363539e+00     4.167556e-01     2.400000e+00     1.000000e+01     3.587304e+00     7.002402e-01     1.087801e-03     1.947020e-01     2.945432e+04     2.316550e-12     3.041891e+04     2.027966e-12     2.688314e+00     1.998736e-12     8.809228e-01     5.430586e-13     -3.041881e+04    1.682367e-13     4.952067e-01     3.954760e-15     2.700650e-13     1.854299e-15     -8.136388e-03    -8.735052e-17    8.136390e-03     -1.362922e-15    -4.942726e-01    -3.191735e-15    1.222283e-14     -2.925925e-14    -2.945374e+04    -4.248453e-14    -2.858838e+04    -6.632180e-14    2.858845e+04     -7.838859e-14    5.882453e+00     -1.821090e-13    -4.975611e+00    -2.584052e-13    -8.761491e-01    -4.397560e-13    4.653426e+00     -1.113902e-12    1.087801e-03     -1.947020e-01    3.587304e+00     -7.002402e-01    
2.388159e+00     4.210968e-01     2.425000e+00     1.000000e+01     3.628198e+00     6.996417e-01     1.074891e-03     1.947749e-01     8.827917e-01     5.402695e-12     2.726224e+00     3.096117e-12     -2.858919e+04    1.423105e-12     2.945434e+04     1.286120e-12     -5.068296e+00    6.926807e-13     2.858925e+04     3.540343e-13     4.953164e-01     1.461538e-14     -5.187025e-12    1.860009e-15     -8.221193e-03    5.742003e-16     8.221196e-03     4.702674e-16     2.034616e-15     -6.241819e-15    -4.943799e-01    -2.366414e-14    -2.945376e+04    -7.231701e-14    3.041962e+04     -5.136409e-13    5.977540e+00     -9.989135e-13    -3.041953e+04    -1.037459e-12    4.691906e+00     -2.243428e-12    -8.778381e-01    -5.706815e-12    1.074891e-03     -1.947749e-01    3.628198e+00     -6.996417e-01    
