k, Re(omega1), Im(omega1), Re(omega2), Im(omega2), ... [by BO]
+5.45000e+01 	+4.14867e+02 	+4.27888e+00 	
+5.50000e+01 	+4.18401e+02 	+4.64603e+00 	
+5.55000e+01 	+4.21897e+02 	+5.03126e+00 	
+5.60000e+01 	+4.25353e+02 	+5.43268e+00 	
+5.65000e+01 	+4.28766e+02 	+5.84778e+00 	
+5.70000e+01 	+4.32131e+02 	+6.27345e+00 	
+5.75000e+01 	+4.35446e+02 	+6.70597e+00 	
+5.80000e+01 	+4.38709e+02 	+7.14111e+00 	
+5.85000e+01 	+4.41917e+02 	+7.57418e+00 	
+5.90000e+01 	+4.45069e+02 	+8.00021e+00 	
+5.95000e+01 	+4.48165e+02 	+8.41407e+00 	
+6.00000e+01 	+4.51204e+02 	+8.81063e+00 	
+6.05000e+01 	+4.54188e+02 	+9.18493e+00 	
+6.10000e+01 	+4.57117e+02 	+9.53225e+00 	
+6.15000e+01 	+4.59994e+02 	+9.84821e+00 	
+6.20000e+01 	+4.62821e+02 	+1.01288e+01 	
+6.25000e+01 	+4.65600e+02 	+1.03705e+01 	
+6.30000e+01 	+4.68333e+02 	+1.05700e+01 	
+6.35000e+01 	+4.71023e+02 	+1.07246e+01 	
+6.40000e+01 	+4.73674e+02 	+1.08318e+01 	
+6.45000e+01 	+4.76286e+02 	+1.08892e+01 	
+6.50000e+01 	+4.78864e+02 	+1.08948e+01 	
+6.55000e+01 	+4.81409e+02 	+1.08469e+01 	
+6.60000e+01 	+4.83923e+02 	+1.07435e+01 	
+6.65000e+01 	+4.86409e+02 	+1.05831e+01 	
+6.70000e+01 	+4.88868e+02 	+1.03640e+01 	
+6.75000e+01 	+4.91303e+02 	+1.00844e+01 	
+6.80000e+01 	+4.93715e+02 	+9.74243e+00 	
+6.85000e+01 	+4.96106e+02 	+9.33627e+00 	
+6.90000e+01 	+4.98477e+02 	+8.86374e+00 	
+6.95000e+01 	+5.00830e+02 	+8.32246e+00 	
+7.00000e+01 	+5.03166e+02 	+7.70971e+00 	
+7.05000e+01 	+5.05486e+02 	+7.02238e+00 	
+7.10000e+01 	+5.07791e+02 	+6.25681e+00 	
+7.15000e+01 	+5.10082e+02 	+5.40870e+00 	
+7.20000e+01 	+5.12360e+02 	+4.47288e+00 	
+7.25000e+01 	+5.14627e+02 	+3.44306e+00 	
+7.30000e+01 	+5.16882e+02 	+2.31148e+00 	
+7.35000e+01 	+5.19128e+02 	+1.06835e+00 	
+7.40000e+01 	+5.21364e+02 	-2.98924e-01 	
+7.45000e+01 	+5.23592e+02 	-1.80703e+00 	
+7.50000e+01 	+5.25814e+02 	-3.47882e+00 	
