k, Re(omega1), Im(omega1), Re(omega2), Im(omega2), ... [by BO]
+1.00000e-02 	+5.60495e-03 	+1.03480e-04 	+9.31657e-01 	+1.04895e-12 	+9.31657e-01 	+1.04895e-12 	
+2.00000e-02 	+1.12251e-02 	+1.60969e-04 	+9.31674e-01 	-1.74063e-13 	+9.31674e-01 	-1.74063e-13 	
+3.00000e-02 	+1.64945e-02 	-2.09841e-07 	+9.31701e-01 	+7.07591e-10 	+9.31701e-01 	+7.07591e-10 	
+4.00000e-02 	+2.21627e-02 	+2.76562e-07 	+9.31739e-01 	-2.08977e-11 	+9.31739e-01 	-2.08977e-11 	
+5.00000e-02 	+2.79146e-02 	-4.65639e-08 	+9.31788e-01 	-5.50947e-10 	+9.31788e-01 	-5.50947e-10 	
+6.00000e-02 	+3.37474e-02 	-1.47721e-08 	+1.03880e+00 	-2.27404e-02 	+9.31849e-01 	+4.19098e-12 	
+7.00000e-02 	+3.99944e-02 	+8.30241e-04 	+9.31920e-01 	-5.23082e-09 	+9.31920e-01 	-5.23082e-09 	
+8.00000e-02 	+4.56487e-02 	-8.19621e-10 	+2.75867e-01 	-1.51603e-02 	+9.32002e-01 	+2.11587e-08 	
+9.00000e-02 	+5.17131e-02 	-2.27313e-08 	-2.79100e-01 	-1.70553e-02 	+9.32095e-01 	-1.99620e-06 	
+1.00000e-01 	+5.78506e-02 	+1.52226e-12 	-9.35333e-01 	-3.79007e-02 	+9.32200e-01 	-7.67623e-07 	
+1.10000e-01 	+6.40588e-02 	-1.22851e-10 	-1.07113e+00 	-4.16907e-02 	+9.32314e-01 	+2.59452e-10 	
+1.20000e-01 	+7.03354e-02 	+7.88025e-13 	-9.32440e-01 	+4.77222e-10 	+9.32440e-01 	-5.54250e-10 	
+1.30000e-01 	+7.66779e-02 	+1.43664e-10 	-2.50581e-01 	-4.47353e-02 	+9.32578e-01 	-1.96268e-09 	
+1.40000e-01 	+8.30837e-02 	+6.10850e-12 	+3.25456e-02 	-1.13743e-01 	+9.32726e-01 	+1.87492e-09 	
+1.50000e-01 	+8.95503e-02 	-1.07200e-11 	+2.27140e-01 	-4.66199e-02 	+9.32885e-01 	+5.16411e-07 	
