k, Re(omega1), Im(omega1), Re(omega2), Im(omega2), ... [by BO]
+1.00000e-02 	+4.75557e-03 	-1.94421e-14 	+4.70163e-03 	+6.85584e-15 	+9.31657e-01 	+1.36538e-14 	+1.49690e+00 	+5.47806e-16 	+7.46944e-01 	+6.52108e-16 	
+2.00000e-02 	+9.56368e-03 	-3.56756e-15 	+9.34791e-03 	-2.71975e-15 	+9.31674e-01 	+1.32940e-14 	+1.49697e+00 	+5.17793e-17 	+7.47155e-01 	+3.50789e-16 	
+3.00000e-02 	+1.44229e-02 	-1.46977e-15 	+1.39374e-02 	-3.59423e-15 	+9.31701e-01 	+3.41165e-14 	+1.49708e+00 	+2.75696e-16 	+7.47506e-01 	+5.73242e-16 	
+4.00000e-02 	+1.93318e-02 	+4.81524e-16 	+1.84689e-02 	-1.44814e-15 	+9.31739e-01 	+2.55089e-13 	+1.49724e+00 	+4.65556e-15 	+7.47998e-01 	-1.95070e-15 	
+5.00000e-02 	+2.42889e-02 	-1.14174e-15 	+2.29408e-02 	+1.79379e-14 	+9.31788e-01 	+1.18601e-12 	+1.49745e+00 	+3.53785e-14 	+7.48630e-01 	+2.42335e-15 	
+6.00000e-02 	+2.92928e-02 	+1.05811e-14 	+2.73520e-02 	+9.74038e-14 	+9.31849e-01 	+4.18589e-12 	+1.49771e+00 	+1.72185e-13 	+7.49402e-01 	-3.93325e-15 	
+7.00000e-02 	+3.43420e-02 	+4.50008e-14 	+3.17009e-02 	+4.38207e-13 	+9.31920e-01 	+1.21569e-11 	+1.49801e+00 	+6.57635e-13 	+7.50314e-01 	+6.07484e-17 	
+8.00000e-02 	+3.94351e-02 	+1.20822e-13 	+3.59864e-02 	+1.59402e-12 	+9.32002e-01 	+3.04884e-11 	+1.49835e+00 	+2.05118e-12 	+7.51364e-01 	+2.94123e-15 	
+9.00000e-02 	+4.45706e-02 	+2.85557e-13 	+4.02071e-02 	+4.90457e-12 	+9.32095e-01 	+6.82590e-11 	+1.49875e+00 	+5.49851e-12 	+7.52553e-01 	+3.70577e-15 	
+1.00000e-01 	+4.97469e-02 	+6.01007e-13 	+4.43617e-02 	+1.30722e-11 	+9.32199e-01 	+1.39781e-10 	+1.49919e+00 	+1.30361e-11 	+7.53880e-01 	+1.74391e-14 	
+1.10000e-01 	+5.49627e-02 	+1.16025e-12 	+4.84489e-02 	+3.05281e-11 	+9.32314e-01 	+2.66218e-10 	+1.49967e+00 	+2.78777e-11 	+7.55344e-01 	+3.68907e-14 	
+1.20000e-01 	+6.02165e-02 	+2.07968e-12 	+5.24674e-02 	+6.23085e-11 	+9.32440e-01 	+4.77204e-10 	+1.50020e+00 	+5.45550e-11 	+7.56944e-01 	+7.03404e-14 	
+1.30000e-01 	+6.55066e-02 	+3.50435e-12 	+5.64160e-02 	+1.08516e-10 	+9.32578e-01 	+8.12634e-10 	+1.50078e+00 	+9.86660e-11 	+7.58680e-01 	+1.42818e-13 	
+1.40000e-01 	+7.08318e-02 	+5.60028e-12 	+6.02933e-02 	+1.48763e-10 	+9.32726e-01 	+1.32405e-09 	+1.50140e+00 	+1.65960e-10 	+7.60552e-01 	+2.58792e-13 	
+1.50000e-01 	+7.61905e-02 	+8.55673e-12 	+6.40980e-02 	+1.07927e-10 	+9.32885e-01 	+2.07578e-09 	+1.50208e+00 	+2.60445e-10 	+7.62557e-01 	+4.58046e-13 	
+1.60000e-01 	+8.15811e-02 	+1.25958e-11 	+6.78290e-02 	-2.06315e-10 	+9.33055e-01 	+3.14535e-09 	+1.50279e+00 	+3.81172e-10 	+7.64695e-01 	+7.65604e-13 	
+1.70000e-01 	+8.70023e-02 	+1.79594e-11 	+7.14848e-02 	-1.19606e-09 	+9.33237e-01 	+4.62337e-09 	+1.50355e+00 	+5.17437e-10 	+7.66965e-01 	+1.22863e-12 	
+1.80000e-01 	+9.24526e-02 	+2.49196e-11 	+7.50640e-02 	-3.56917e-09 	+9.33429e-01 	+6.61209e-09 	+1.50436e+00 	+6.42273e-10 	+7.69367e-01 	+1.90904e-12 	
